,Country,Regional indicator,Score 2017,GDP per capita 2017,Social support 2017,Healthy life expectancy 2017,Freedom to make life choices 2017,Generosity 2017,Perceptions of corruption 2017,Score 2018,GDP per capita 2018,Social support 2018,Healthy life expectancy 2018,Freedom to make life choices 2018,Generosity 2018,Perceptions of corruption 2018,Score 2019,GDP per capita 2019,Social support 2019,Healthy life expectancy 2019,Freedom to make life choices 2019,Generosity 2019,Perceptions of corruption 2019
0,Finland,Western Europe,7.632000000000001,1.305,1.5919999999999999,0.8740000000000001,0.6809999999999999,0.20199999999999999,0.39299999999999996,7.769,1.34,1.587,0.986,0.596,0.153,0.39299999999999996,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262
1,Norway,Western Europe,7.593999999999999,1.456,1.5819999999999999,0.861,0.6859999999999999,0.28600000000000003,0.34,7.553999999999999,1.4880000000000002,1.5819999999999999,1.028,0.603,0.271,0.341,7.487999916000001,1.42420733,1.4951725009999999,1.0080718990000002,0.670200884,0.287985086,0.43410056799999996
2,Denmark,Western Europe,7.555,1.351,1.59,0.868,0.6829999999999999,0.284,0.408,7.6,1.383,1.5730000000000002,0.996,0.5920000000000001,0.252,0.41,7.645599842,1.326948524,1.5034492019999999,0.979332566,0.665039897,0.24279339600000002,0.49526032799999997
3,Iceland,Western Europe,7.495,1.3430000000000002,1.6440000000000001,0.914,0.677,0.353,0.138,7.494,1.38,1.624,1.026,0.591,0.354,0.11800000000000001,7.504499912000001,1.326501608,1.5475674869999998,1.000843406,0.661980748,0.362330228,0.14454077199999998
4,Switzerland,Western Europe,7.487,1.42,1.5490000000000002,0.927,0.66,0.256,0.35700000000000004,7.48,1.452,1.526,1.052,0.5720000000000001,0.263,0.34299999999999997,7.559899807000001,1.39077425,1.4724034069999998,1.040533185,0.62895447,0.269055754,0.407945901
5,Netherlands,Western Europe,7.441,1.361,1.4880000000000002,0.878,0.638,0.33299999999999996,0.295,7.4879999999999995,1.396,1.5219999999999998,0.9990000000000001,0.557,0.322,0.298,7.448900223,1.338946342,1.463645935,0.9756753440000001,0.61362648,0.336317569,0.368569762
6,Canada,North America and ANZ,7.327999999999999,1.33,1.5319999999999998,0.8959999999999999,0.653,0.321,0.29100000000000004,7.278,1.365,1.505,1.0390000000000001,0.584,0.285,0.308,7.23210001,1.301647663,1.4353919030000002,1.022501945,0.644028127,0.28152892,0.35170185600000003
7,New Zealand,North America and ANZ,7.324,1.268,1.601,0.8759999999999999,0.669,0.365,0.389,7.307,1.3030000000000002,1.557,1.026,0.585,0.33,0.38,7.2996001239999995,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.46126827600000003
8,Sweden,Western Europe,7.314,1.355,1.501,0.9129999999999999,0.659,0.285,0.38299999999999995,7.343,1.3869999999999998,1.4869999999999999,1.0090000000000001,0.574,0.267,0.373,7.353499889,1.322235227,1.4333477019999998,0.9864704609999999,0.6502977010000001,0.272827893,0.442066371
9,Australia,North America and ANZ,7.272,1.34,1.5730000000000002,0.91,0.647,0.361,0.302,7.228,1.3719999999999999,1.548,1.036,0.557,0.332,0.29,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419
10,United Kingdom,Western Europe,7.19,1.244,1.433,0.888,0.46399999999999997,0.262,0.08199999999999999,7.053999999999999,1.3330000000000002,1.538,0.996,0.45,0.348,0.278,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.37343344100000003,0.322601646
11,Austria,Western Europe,7.138999999999999,1.341,1.504,0.8909999999999999,0.617,0.242,0.22399999999999998,7.246,1.376,1.475,1.016,0.532,0.244,0.226,7.294199944,1.317285538,1.437444925,1.000933528,0.6033688779999999,0.255509764,0.28125613899999996
12,Costa Rica,Latin America and Caribbean,7.072,1.01,1.459,0.8170000000000001,0.632,0.14300000000000002,0.10099999999999999,7.167000000000001,1.034,1.4409999999999998,0.963,0.5579999999999999,0.14400000000000002,0.09300000000000001,7.121399879,0.981107712,1.374853611,0.9396353359999999,0.6450177429999999,0.131266311,0.096362092
13,Ireland,Western Europe,6.977,1.4480000000000002,1.5830000000000002,0.8759999999999999,0.614,0.307,0.306,7.021,1.499,1.5530000000000002,0.9990000000000001,0.516,0.298,0.31,7.093699932000001,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.37343326200000004
14,Germany,Western Europe,6.965,1.34,1.474,0.861,0.586,0.273,0.28,6.985,1.3730000000000002,1.454,0.987,0.495,0.261,0.265,7.075799942000001,1.314184546,1.3685437440000001,0.9721148009999999,0.564274132,0.252037704,0.309362292
15,Belgium,Western Europe,6.9270000000000005,1.324,1.483,0.894,0.583,0.188,0.24,6.922999999999999,1.3559999999999999,1.504,0.986,0.473,0.16,0.21,6.863500117999999,1.2958427670000001,1.3986775880000002,0.964901149,0.499805421,0.146966159,0.208724052
16,Luxembourg,Western Europe,6.91,1.5759999999999998,1.52,0.8959999999999999,0.632,0.196,0.321,7.09,1.609,1.479,1.012,0.526,0.19399999999999998,0.316,7.2375001910000005,1.536676049,1.3875284190000001,0.986442685,0.610137045,0.19595392,0.367041469
17,United States,North America and ANZ,6.886,1.3980000000000001,1.4709999999999999,0.8190000000000001,0.547,0.29100000000000004,0.133,6.892,1.433,1.4569999999999999,0.8740000000000001,0.45399999999999996,0.28,0.128,6.939599991000001,1.37398684,1.4047867059999999,0.831618011,0.534608245,0.298143059,0.152284741
18,Israel,Middle East and North Africa,6.814,1.301,1.5590000000000002,0.883,0.5329999999999999,0.354,0.272,7.138999999999999,1.276,1.455,1.0290000000000001,0.371,0.261,0.08199999999999999,7.128600121,1.216463685,1.4032567740000002,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845
19,United Arab Emirates,Middle East and North Africa,6.774,2.096,0.7759999999999999,0.67,0.284,0.18600000000000003,,6.825,1.5030000000000001,1.31,0.825,0.598,0.262,0.182,6.790800095,1.4310864209999998,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518
20,Czech Republic,Central and Eastern Europe,6.711,1.2329999999999999,1.489,0.8540000000000001,0.5429999999999999,0.064,0.034,6.852,1.2690000000000001,1.4869999999999999,0.92,0.457,0.046,0.036000000000000004,6.9109001160000005,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223
21,Malta,Western Europe,6.627000000000001,1.27,1.525,0.884,0.645,0.376,0.142,6.726,1.3,1.52,0.9990000000000001,0.564,0.375,0.151,6.772799968999999,1.2525132890000001,1.442956924,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998
22,France,Western Europe,6.489,1.2930000000000001,1.466,0.9079999999999999,0.52,0.098,0.17600000000000002,6.5920000000000005,1.324,1.472,1.045,0.436,0.111,0.183,6.663799762999999,1.268129349,1.458839178,1.029714227,0.5140509010000001,0.112607703,0.227303237
23,Mexico,Latin America and Caribbean,6.4879999999999995,1.038,1.252,0.7609999999999999,0.479,0.069,0.095,6.595,1.07,1.3230000000000002,0.861,0.433,0.07400000000000001,0.073,6.465000152999999,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668
24,Chile,Latin America and Caribbean,6.476,1.131,1.331,0.8079999999999999,0.431,0.19699999999999998,0.061,6.444,1.159,1.369,0.92,0.35700000000000004,0.187,0.055999999999999994,6.228499889,1.096992493,1.323286891,0.889260828,0.41748222700000004,0.155579001,0.06284935
25,Panama,Latin America and Caribbean,6.43,1.112,1.4380000000000002,0.759,0.597,0.125,0.063,6.321000000000001,1.149,1.442,0.91,0.516,0.109,0.054000000000000006,6.304800033999999,1.097667813,1.3761492969999998,0.878546536,0.57984978,0.097207308,0.054230525999999994
26,Brazil,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.11,0.08800000000000001,6.3,1.004,1.439,0.802,0.39,0.099,0.086,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604
27,Argentina,Latin America and Caribbean,6.388,1.073,1.4680000000000002,0.7440000000000001,0.57,0.062,0.054000000000000006,6.086,1.092,1.432,0.8809999999999999,0.47100000000000003,0.066,0.05,5.974699974,1.028465629,1.3725436930000001,0.849773705,0.520840347,0.070100471,0.06041505900000001
28,Guatemala,Latin America and Caribbean,6.382000000000001,0.7809999999999999,1.268,0.608,0.604,0.179,0.071,6.436,0.8,1.2690000000000001,0.746,0.535,0.175,0.078,6.398900032,0.7538157109999999,1.174267054,0.705952585,0.613146722,0.170611665,0.09836030000000001
29,Uruguay,Latin America and Caribbean,6.379,1.093,1.459,0.7709999999999999,0.625,0.13,0.155,6.292999999999999,1.124,1.465,0.8909999999999999,0.523,0.127,0.15,6.440100192999999,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.19342507399999997
30,Saudi Arabia,Middle East and North Africa,6.371,1.379,1.331,0.633,0.509,0.098,0.127,6.375,1.403,1.357,0.795,0.439,0.08,0.132,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315
31,Singapore,Southeast Asia,6.343,1.5290000000000001,1.4509999999999998,1.008,0.631,0.261,0.457,6.2620000000000005,1.5719999999999998,1.463,1.141,0.556,0.271,0.45299999999999996,6.377099991000001,1.519580126,1.39545691,1.137814283,0.635317206,0.21877090600000001,0.533162236
32,Malaysia,Southeast Asia,6.322,1.161,1.258,0.669,0.35600000000000004,0.311,0.059000000000000004,5.3389999999999995,1.2209999999999999,1.171,0.828,0.508,0.26,0.024,5.384300232,1.168421626,1.17400229,0.7885118720000001,0.596941531,0.274886161,0.062163132999999995
33,Spain,Western Europe,6.31,1.251,1.538,0.965,0.449,0.142,0.07400000000000001,6.354,1.286,1.484,1.062,0.36200000000000004,0.153,0.079,6.4008998870000005,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779
34,Colombia,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.099,0.039,6.125,0.985,1.41,0.841,0.47,0.099,0.034,6.163400172999999,0.93220371,1.33445096,0.8100201490000001,0.526890039,0.092374094,0.04584837
35,Slovakia,Central and Eastern Europe,6.172999999999999,1.21,1.537,0.7759999999999999,0.354,0.11800000000000001,0.013999999999999999,6.1979999999999995,1.246,1.504,0.8809999999999999,0.33399999999999996,0.121,0.013999999999999999,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.11672977400000001,0.011291441000000001
36,El Salvador,Latin America and Caribbean,6.167000000000001,0.8059999999999999,1.2309999999999999,0.639,0.461,0.065,0.08199999999999999,6.252999999999999,0.794,1.242,0.789,0.43,0.09300000000000001,0.07400000000000001,6.34829998,0.748940408,1.149397612,0.752730012,0.5240439179999999,0.11893630000000001,0.11703035199999999
37,Nicaragua,Latin America and Caribbean,6.141,0.6679999999999999,1.319,0.7,0.527,0.20800000000000002,0.128,6.105,0.6940000000000001,1.325,0.835,0.435,0.2,0.127,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574
38,Poland,Central and Eastern Europe,6.122999999999999,1.176,1.4480000000000002,0.7809999999999999,0.546,0.10800000000000001,0.064,6.182,1.206,1.4380000000000002,0.884,0.483,0.11699999999999999,0.05,6.1862998010000005,1.16922915,1.310399771,0.868038476,0.557903528,0.06337424400000001,0.160541251
39,Bahrain,Middle East and North Africa,6.105,1.338,1.3659999999999999,0.698,0.594,0.243,0.12300000000000001,6.199,1.3619999999999999,1.368,0.871,0.536,0.255,0.11,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.12669725699999998
40,Uzbekistan,Commonwealth of Independent States,6.096,0.7190000000000001,1.584,0.605,0.7240000000000001,0.32799999999999996,0.259,6.1739999999999995,0.745,1.5290000000000001,0.7559999999999999,0.631,0.322,0.24,6.257599831,0.6966529490000001,1.4340200419999998,0.716703713,0.6932703259999999,0.36331102299999996,0.280260265
41,Kuwait,Middle East and North Africa,6.082999999999999,1.474,1.301,0.675,0.5539999999999999,0.16699999999999998,0.106,6.021,1.5,1.319,0.8079999999999999,0.493,0.142,0.09699999999999999,6.102099895,1.424833655,1.244779825,0.776468933,0.5702614189999999,0.132751092,0.112814933
42,Thailand,Southeast Asia,6.072,1.016,1.4169999999999998,0.7070000000000001,0.637,0.364,0.028999999999999998,6.007999999999999,1.05,1.409,0.828,0.557,0.359,0.027999999999999997,5.9987998010000005,1.007029295,1.3475195169999998,0.7938558459999999,0.609449804,0.376709014,0.031837862
43,Italy,Western Europe,6.0,1.264,1.501,0.946,0.281,0.13699999999999998,0.027999999999999997,6.223,1.294,1.4880000000000002,1.0390000000000001,0.231,0.158,0.03,6.38740015,1.236396074,1.3472959999999998,1.0225049259999999,0.321305573,0.17026621100000003,0.040145598
44,Ecuador,Latin America and Caribbean,5.973,0.889,1.33,0.736,0.556,0.114,0.12,6.028,0.912,1.3119999999999998,0.868,0.498,0.126,0.087,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383
45,Lithuania,Central and Eastern Europe,5.952000000000001,1.197,1.527,0.716,0.35,0.026000000000000002,0.006,6.149,1.238,1.515,0.818,0.29100000000000004,0.043,0.042,6.215499877999999,1.193559647,1.4328657390000001,0.795421183,0.42046079,0.053691040999999995,0.081350274
46,Slovenia,Central and Eastern Europe,5.9479999999999995,1.219,1.506,0.856,0.633,0.16,0.051,6.117999999999999,1.258,1.5230000000000001,0.953,0.564,0.14400000000000002,0.057,6.363399982000001,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323
47,Romania,Central and Eastern Europe,5.945,1.1159999999999999,1.219,0.726,0.528,0.08800000000000001,0.001,6.07,1.162,1.232,0.825,0.462,0.083,0.005,6.123700142000001,1.1204016209999998,1.1944381000000002,0.79229486,0.534852326,0.068181619,0.0008295689999999999
48,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.6709999999999999,0.363,0.092,0.066,5.94,1.187,1.465,0.812,0.264,0.075,0.064,5.9499998089999995,1.14139545,1.414398789,0.7779024240000001,0.329198807,0.075407945,0.090391524
49,Japan,East Asia,5.915,1.294,1.462,0.988,0.5529999999999999,0.079,0.15,5.886,1.327,1.419,1.088,0.445,0.069,0.14,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.18143963800000001
50,Mauritius,Sub-Saharan Africa,5.891,1.09,1.3869999999999998,0.684,0.584,0.245,0.05,5.888,1.12,1.402,0.7979999999999999,0.498,0.215,0.06,6.101299762999999,1.07366395,1.3956668380000001,0.7633894090000001,0.590838134,0.18689455100000002,0.084088229
51,Jamaica,Latin America and Caribbean,5.89,0.8190000000000001,1.493,0.693,0.575,0.096,0.031,5.89,0.831,1.4780000000000002,0.831,0.49,0.107,0.027999999999999997,5.889800072000001,0.779058397,1.408289194,0.7884340879999999,0.553124607,0.116268493,0.030147785
52,South Korea,East Asia,5.875,1.266,1.204,0.955,0.244,0.175,0.051,5.895,1.301,1.219,1.036,0.159,0.175,0.055999999999999994,5.872399807000001,1.245300651,1.133560538,1.0225425959999999,0.25935635,0.17030386600000003,0.09459628199999999
53,Russia,Commonwealth of Independent States,5.81,1.151,1.479,0.599,0.39899999999999997,0.065,0.025,5.648,1.183,1.452,0.726,0.33399999999999996,0.08199999999999999,0.031,5.546000004,1.126999617,1.3786441090000001,0.68044591,0.399499595,0.099041916,0.045699362
54,Kazakhstan,Commonwealth of Independent States,5.79,1.143,1.516,0.631,0.45399999999999996,0.14800000000000002,0.121,5.809,1.173,1.508,0.7290000000000001,0.41,0.146,0.096,6.0578999520000005,1.122594237,1.453267694,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999
55,Cyprus,Western Europe,5.7620000000000005,1.229,1.1909999999999998,0.909,0.423,0.20199999999999999,0.035,6.046,1.263,1.2229999999999999,1.042,0.406,0.19,0.040999999999999995,6.15899992,1.21279943,1.149170756,1.0261245970000001,0.45938587200000003,0.227932334,0.051207144
56,Bolivia,Latin America and Caribbean,5.752000000000001,0.7509999999999999,1.2229999999999999,0.508,0.606,0.141,0.054000000000000006,5.779,0.7759999999999999,1.209,0.706,0.511,0.13699999999999998,0.064,5.747499942999999,0.7309763429999999,1.142350554,0.6624456639999999,0.5744645,0.13837507400000001,0.072942637
57,Estonia,Central and Eastern Europe,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.086,0.174,5.893,1.237,1.528,0.8740000000000001,0.495,0.10300000000000001,0.161,6.0218000410000005,1.192441225,1.453232527,0.842615008,0.576664805,0.12513674800000002,0.201766819
58,Paraguay,Latin America and Caribbean,5.681,0.835,1.5219999999999998,0.615,0.541,0.162,0.07400000000000001,5.742999999999999,0.855,1.475,0.777,0.514,0.184,0.08,5.6921000479999995,0.897990823,1.36819756,0.7358696459999999,0.586510062,0.20429924100000002,0.065077379
59,Peru,Latin America and Caribbean,5.662999999999999,0.934,1.249,0.674,0.53,0.092,0.034,5.697,0.96,1.274,0.8540000000000001,0.455,0.083,0.027000000000000003,5.796800137000001,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266
60,Kosovo,Central and Eastern Europe,5.662000000000001,0.855,1.23,0.578,0.44799999999999995,0.27399999999999997,0.023,6.1,0.882,1.232,0.758,0.489,0.262,0.006,6.325200081,0.8404813409999999,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024
61,Moldova,Commonwealth of Independent States,5.64,0.657,1.301,0.62,0.23199999999999998,0.171,0.0,5.529,0.685,1.328,0.7390000000000001,0.245,0.18100000000000002,0.0,5.607500076,0.7079167959999999,1.237312198,0.713299453,0.38957148799999997,0.174049184,0.014378743999999999
62,Turkmenistan,Commonwealth of Independent States,5.636,1.016,1.5330000000000001,0.517,0.41700000000000004,0.19899999999999998,0.037000000000000005,5.247000000000001,1.052,1.538,0.657,0.39399999999999996,0.244,0.027999999999999997,5.119100093999999,1.008963585,1.510476947,0.6124480370000001,0.515236676,0.323129326,0.03350389
63,Hungary,Central and Eastern Europe,5.62,1.171,1.401,0.732,0.259,0.061,0.022000000000000002,5.757999999999999,1.2009999999999998,1.41,0.828,0.19899999999999998,0.081,0.02,6.000400066,1.1643071170000001,1.4230093959999999,0.806793869,0.386401802,0.070491239,0.027548173
64,Libya,Middle East and North Africa,5.566,0.985,1.35,0.5529999999999999,0.496,0.11599999999999999,0.14800000000000002,5.525,1.044,1.3030000000000002,0.6729999999999999,0.41600000000000004,0.133,0.152,5.488800049,1.021913767,1.196283698,0.615626633,0.45135405700000003,0.14275769900000002,0.17225807899999998
65,Philippines,Southeast Asia,5.524,0.775,1.3119999999999998,0.513,0.643,0.12,0.105,5.631,0.807,1.2930000000000001,0.657,0.5579999999999999,0.11699999999999999,0.107,6.006000042,0.7751206759999999,1.245381713,0.602189481,0.6219151620000001,0.12926021199999999,0.13038572699999998
66,Honduras,Latin America and Caribbean,5.504,0.62,1.205,0.622,0.45899999999999996,0.19699999999999998,0.07400000000000001,5.86,0.642,1.236,0.828,0.507,0.24600000000000002,0.078,5.953199862999999,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102
67,Belarus,Commonwealth of Independent States,5.483,1.0390000000000001,1.4980000000000002,0.7,0.307,0.10099999999999999,0.154,5.3229999999999995,1.067,1.465,0.789,0.235,0.094,0.142,5.539899826,1.0188544990000001,1.38713932,0.75258857,0.29075586800000003,0.08993306,0.193607435
68,Turkey,Middle East and North Africa,5.483,1.148,1.38,0.6859999999999999,0.324,0.106,0.109,5.372999999999999,1.183,1.36,0.8079999999999999,0.195,0.083,0.106,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.08588556900000001,0.120983243
